From	Entry	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage	Taxonomic lineage (Ids)
UniRef100_A0A1I3FGL7	A0A1I3FGL7	A0A1I3FGL7_9ACTN	Agmatinase	SAMN05216275_101159	Streptosporangium canum	393	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 2000 (genus)
UniRef100_A0A1I3I989	A0A1I3I989	A0A1I3I989_9RHOB	Agmatinase	SAMN04488095_0866	Jannaschia pohangensis	424	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Jannaschia (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 188905 (genus)
UniRef100_A0A1I6CMZ1	A0A1I6CMZ1	A0A1I6CMZ1_9RHOB	Agmatinase	SAMN04515673_10133	Poseidonocella sedimentorum	417	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Poseidonocella (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 1158296 (genus)
UniRef100_A0A1J5NCF8	A0A1J5NCF8	A0A1J5NCF8_9BACT	Proclavaminate amidinohydrolase (EC 3.5.3.22)	pah BerOc1_02853	Pseudodesulfovibrio hydrargyri	384	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Thermodesulfobacteriota (phylum), Desulfovibrionia (class), Desulfovibrionales (order), Desulfovibrionaceae (family), Pseudodesulfovibrio (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 200940 (phylum), 3031449 (class), 213115 (order), 194924 (family), 2035811 (genus)
UniRef100_A0A1L9QR24	A0A1L9QR24	A0A1L9QR24_9CYAN	Agmatinase	BI308_13605	Roseofilum reptotaenium AO1-A	390	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Desertifilales (order), Desertifilaceae (family), Roseofilum (genus), Roseofilum reptotaenium (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3039989 (order), 1969992 (family), 1233426 (genus), 1233427 (species)
UniRef100_A0A1M5K3L0	A0A1M5K3L0	A0A1M5K3L0_9RHOB	Agmatinase	SAMN04488044_0859	Cognatishimia maritima	424	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Paracoccaceae (family), Cognatishimia (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 31989 (family), 2211635 (genus)
UniRef100_A0A1M5LRA1	A0A1M5LRA1	A0A1M5LRA1_9RHOB	Agmatinase	SAMN05443551_0240	Marivita hallyeonensis	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Marivita (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 659428 (genus)
UniRef100_A0A1M7SSY1	A0A1M7SSY1	A0A1M7SSY1_9BRAD	Agmatinase	SAMN05444170_0140	Bradyrhizobium erythrophlei	402	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 41294 (family), 374 (genus)
UniRef100_A0A1N7PBV7	A0A1N7PBV7	A0A1N7PBV7_9RHOB	Agmatinase	SAMN05421759_11444	Roseivivax lentus	419	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Roseivivax (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 93682 (genus)
UniRef100_A0A1P8MY00	A0A1P8MY00	A0A1P8MY00_9RHOB	Agmatinase	BWR18_15705	Tateyamaria omphalii	421	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Tateyamaria (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 299261 (genus)
UniRef100_A0A1S2LS36	A0A1S2LS36	A0A1S2LS36_9BACI	Agmatinase	BKP35_08165	Anaerobacillus arseniciselenatis	358	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Anaerobacillus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186817 (family), 704093 (genus)
UniRef100_A0A1T1D3L4	A0A1T1D3L4	A0A1T1D3L4_9SYNE	Agmatinase	BV61_00530	Candidatus Synechococcus spongiarum LMB bulk15M	395	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Synechococcaceae (family), Synechococcus (genus), Candidatus Synechococcus spongiarum (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1890424 (order), 1890426 (family), 1129 (genus), 431041 (species)
UniRef100_A0A1U7H0G6	A0A1U7H0G6	A0A1U7H0G6_9CYAN	Agmatinase	NIES592_09740	Fischerella major NIES-592	397	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Hapalosiphonaceae (family), Fischerella (genus), Fischerella major (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1161 (order), 1892263 (family), 1190 (genus), 210993 (species)
UniRef100_A0A1U7J704	A0A1U7J704	A0A1U7J704_9CYAN	Agmatinase	NIES30_09150	Phormidium tenue NIES-30	398	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Oscillatoriales (order), Oscillatoriaceae (family), Phormidium (genus), Phormidium tenue (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1150 (order), 1892254 (family), 1198 (genus), 126344 (species)
UniRef100_A0A1U7MWP8	A0A1U7MWP8	A0A1U7MWP8_9CYAN	Agmatinase	BJP37_02695	Moorena bouillonii PNG	400	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Coleofasciculales (order), Coleofasciculaceae (family), Moorena (genus), Moorena bouillonii (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3079753 (order), 1892251 (family), 1155738 (genus), 207920 (species)
UniRef100_A0A1V2I5U1	A0A1V2I5U1	A0A1V2I5U1_9ACTN	Agmatinase	BL253_24240	Pseudofrankia asymbiotica	371	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Frankiales (order), Frankiaceae (family), Pseudofrankia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85013 (order), 74712 (family), 2994363 (genus)
UniRef100_A0A1W2E6U1	A0A1W2E6U1	A0A1W2E6U1_9HYPH	Agmatinase	SAMN06297251_12211	Fulvimarina manganoxydans	405	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Aurantimonadaceae (family), Fulvimarina (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 255475 (family), 217510 (genus)
UniRef100_A0A1X0A741	A0A1X0A741	A0A1X0A741_MYCAN	Agmatinase	BST12_02330	Mycobacterium angelicum	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus)
UniRef100_A0A1X0DE82	A0A1X0DE82	A0A1X0DE82_MYCHE	Agmatinase	BST25_18750	Mycobacterium heidelbergense	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium simiae complex (no rank)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus), 2249310 (no rank)
UniRef100_A0A1X0FQL5	A0A1X0FQL5	A0A1X0FQL5_MYCNT	Agmatinase	MMAN_11950	Mycobacterium mantenii	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium avium complex (MAC) (no rank)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus), 120793 (no rank)
UniRef100_A0A1X0I2V1	A0A1X0I2V1	A0A1X0I2V1_9MYCO	Agmatinase	BST39_27915	Mycobacterium paraseoulense	377	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus)
UniRef100_A0A1X0JWB4	A0A1X0JWB4	A0A1X0JWB4_9MYCO	Agmatinase	BST47_07835	Mycolicibacterium tusciae	388	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A0A1X0XZN4	A0A1X0XZN4	A0A1X0XZN4_MYCSI	Agmatinase	B5M45_18270	Mycobacterium simiae (Mycobacterium habana)	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium simiae complex (no rank)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus), 2249310 (no rank)
UniRef100_A0A1X1QZB9	A0A1X1QZB9	A0A1X1QZB9_MYCBE	Agmatinase	AWB93_19385	Mycobacterium bohemicum	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus)
UniRef100_A0A1X1TMF9	A0A1X1TMF9	A0A1X1TMF9_9MYCO	Agmatinase	AWC01_01185	Mycolicibacterium doricum	394	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A0A1X1TZZ5	A0A1X1TZZ5	A0A1X1TZZ5_MYCFL	Agmatinase	AWC05_28700	Mycobacterium florentinum	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium simiae complex (no rank)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus), 2249310 (no rank)
UniRef100_A0A1X1WSP0	A0A1X1WSP0	A0A1X1WSP0_MYCIR	Agmatinase family protein	OY187_05340	Mycolicibacterium iranicum (Mycobacterium iranicum)	382	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A0A1X1ZVE1	A0A1X1ZVE1	A0A1X1ZVE1_9MYCO	Agmatinase	AWC19_27860	Mycobacterium palustre	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium simiae complex (no rank)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus), 2249310 (no rank)
UniRef100_A0A1X2FCU9	A0A1X2FCU9	A0A1X2FCU9_MYCSZ	Agmatinase	AWC27_01410	Mycobacterium szulgai	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus)
UniRef100_A0A1X6Z0A5	A0A1X6Z0A5	A0A1X6Z0A5_9RHOB	Proclavaminate amidinohydrolase (EC 3.5.3.22)	pah ROJ8625_01640	Roseivivax jejudonensis	419	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Roseivivax (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 93682 (genus)
UniRef100_A0A1Y0CC31	A0A1Y0CC31	A0A1Y0CC31_9MYCO	Agmatinase	BTO20_31640	Mycobacterium dioxanotrophicus	380	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus)
UniRef100_A0A1Y2L8A0	A0A1Y2L8A0	A0A1Y2L8A0_9PROT	Agmatinase	TALK_20240	Thalassospira alkalitolerans	412	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodospirillales (order), Thalassospiraceae (family), Thalassospira (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204441 (order), 2844866 (family), 168934 (genus)
UniRef100_A0A1Y5S0C6	A0A1Y5S0C6	A0A1Y5S0C6_9RHOB	Proclavaminate amidinohydrolase (EC 3.5.3.22)	pah_1 ROA7023_00990	Roseisalinus antarcticus	422	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Roseisalinus (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 289239 (genus)
UniRef100_A0A1Z3HL76	A0A1Z3HL76	A0A1Z3HL76_9CYAN	Agmatinase 2 (EC 3.5.3.11)	speB2 XM38_020220	Halomicronema hongdechloris C2206	393	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nodosilineales (order), Nodosilineaceae (family), Halomicronema (genus), Halomicronema hongdechloris (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3039985 (order), 3039986 (family), 170610 (genus), 1209493 (species)
UniRef100_A0A1Z5K3Y7	A0A1Z5K3Y7	A0A1Z5K3Y7_FISSO	Agmatinase (EC 3.5.3.11)	FisN_1Lh406	Fistulifera solaris (Oleaginous diatom)	408	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Bacillariophyceae (class), Bacillariophycidae (clade), Naviculales (order), Naviculaceae (family), Fistulifera (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33849 (class), 33850 (clade), 38748 (order), 67474 (family), 880756 (genus)
UniRef100_A0A1Z5KGK7	A0A1Z5KGK7	A0A1Z5KGK7_FISSO	Agmatinase (EC 3.5.3.11)	FisN_1Hh406	Fistulifera solaris (Oleaginous diatom)	408	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Bacillariophyceae (class), Bacillariophycidae (clade), Naviculales (order), Naviculaceae (family), Fistulifera (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33849 (class), 33850 (clade), 38748 (order), 67474 (family), 880756 (genus)
UniRef100_A0A222E7T4	A0A222E7T4	A0A222E7T4_9RHOB	Proclavaminate amidinohydrolase (EC 3.5.3.22)	pah ANTHELSMS3_03646	Antarctobacter heliothermus	416	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Antarctobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 74032 (genus)
UniRef100_A0A238J8E0	A0A238J8E0	A0A238J8E0_9RHOB	Proclavaminate amidinohydrolase (EC 3.5.3.22)	pah TRP8649_00574	Pelagimonas phthalicica	423	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Pelagimonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 1434029 (genus)
UniRef100_A0A238JVB3	A0A238JVB3	A0A238JVB3_9RHOB	Proclavaminate amidinohydrolase (EC 3.5.3.22)	pah COL8621_01386	Actibacterium lipolyticum	418	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Actibacterium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 1433986 (genus)
UniRef100_A0A239L0P5	A0A239L0P5	A0A239L0P5_9RHOB	Agmatinase	SAMN05421757_108123	Tropicimonas sediminicola	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Tropicimonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 599652 (genus)
UniRef100_A0A239L0P5	A0ABW3IXJ6	A0ABW3IXJ6_9RHOB	Agmatinase family protein	ACFQ2S_21720	Tropicimonas aquimaris	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Tropicimonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 599652 (genus)
UniRef100_A0A239NI66	A0A239NI66	A0A239NI66_9ACTN	Agmatinase	SAMN05216276_105921	Streptosporangium subroseum	388	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 2000 (genus)
UniRef100_A0A239P0Q2	A0A239P0Q2	A0A239P0Q2_9ACTN	Agmatinase	SAMN05421812_112151	Asanoa hainanensis	385	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Asanoa (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 195964 (genus)
